EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
733,50,No,Travel_Frequently,1106,Research & Development,11,5,Marketing,1,2,Male,36,2,2,Manufacturing Director,3,Single,16010,16548,9,Y,Yes,18,3,1,80,1,39,2,4,33,9,6,14
734,18,No,Travel_Rarely,973,Sales,16,2,Human Resources,1,4,Male,40,2,2,Sales Representative,3,Divorced,10814,3066,3,Y,No,19,3,4,80,0,33,6,3,21,18,2,7
735,52,No,Non-Travel,1275,Human Resources,21,2,Life Sciences,1,4,Female,36,3,3,Manager,1,Single,19897,20453,6,Y,No,25,3,2,80,1,21,6,1,5,5,11,2
736,50,Yes,Non-Travel,350,Human Resources,4,5,Medical,1,1,Male,61,2,5,Manager,3,Married,1398,12166,2,Y,Yes,21,4,3,80,0,34,1,2,34,0,13,1
737,51,Yes,Travel_Rarely,715,Human Resources,7,4,Medical,1,4,Male,73,4,2,Human Resources,1,Married,17467,26916,6,Y,No,13,4,1,80,1,20,5,1,20,17,11,16
738,54,No,Travel_Frequently,287,Human Resources,12,3,Technical Degree,1,2,Male,72,4,4,Manager,1,Single,8938,21256,7,Y,No,20,3,3,80,0,22,0,1,15,6,12,9
739,57,Yes,Travel_Rarely,1217,Sales,20,4,Other,1,4,Female,30,3,2,Sales Representative,4,Married,8872,7896,8,Y,Yes,12,3,3,80,2,32,0,4,2,2,13,2
740,57,No,Travel_Frequently,356,Sales,2,2,Other,1,1,Male,92,2,1,Sales Executive,3,Married,7717,6770,7,Y,No,17,3,2,80,0,40,2,3,29,10,8,8
741,51,No,Travel_Rarely,958,Research & Development,16,4,Marketing,1,1,Male,52,3,5,Research Scientist,2,Divorced,11396,16981,4,Y,No,24,3,3,80,0,37,6,1,37,7,7,10
742,26,No,Non-Travel,1248,Human Resources,4,1,Technical Degree,1,3,Male,55,3,2,Manager,2,Divorced,9721,18605,8,Y,No,25,3,4,80,1,31,4,1,31,3,15,14
743,50,No,Travel_Rarely,578,Human Resources,23,1,Human Resources,1,1,Male,74,2,5,Manager,3,Divorced,14270,15828,0,Y,No,13,3,4,80,1,14,2,4,14,7,8,5
744,22,Yes,Travel_Frequently,237,Sales,1,1,Other,1,4,Female,42,2,2,Sales Representative,3,Married,2150,14258,3,Y,No,24,3,1,80,0,10,4,4,10,7,15,9
745,27,Yes,Travel_Frequently,1278,Sales,14,2,Medical,1,2,Female,40,4,3,Manager,1,Single,16266,8173,4,Y,Yes,11,3,2,80,1,34,3,4,9,8,3,3
746,20,No,Travel_Frequently,126,Human Resources,5,5,Technical Degree,1,4,Male,37,2,1,Human Resources,4,Single,18239,21576,5,Y,No,23,3,4,80,3,24,5,1,12,9,4,2
747,30,No,Travel_Rarely,224,Human Resources,4,4,Medical,1,2,Female,31,1,4,Manager,1,Single,2030,22257,7,Y,No,12,3,1,80,3,37,1,3,26,17,5,2
748,52,No,Travel_Rarely,347,Sales,1,3,Marketing,1,3,Female,44,4,1,Sales Executive,4,Divorced,17698,7572,8,Y,No,23,4,1,80,3,24,6,1,24,18,0,14
749,33,No,Travel_Rarely,478,Research & Development,12,2,Life Sciences,1,4,Male,48,3,2,Manager,3,Single,8400,21352,4,Y,No,23,3,1,80,2,26,2,3,26,1,14,15
750,57,No,Travel_Frequently,939,Sales,3,4,Human Resources,1,3,Male,47,3,3,Sales Representative,3,Divorced,14793,13860,9,Y,Yes,19,3,4,80,0,11,1,3,1,1,3,3
751,38,No,Non-Travel,1344,Human Resources,26,5,Technical Degree,1,3,Female,84,4,2,Human Resources,4,Single,6603,17285,6,Y,No,11,4,3,80,2,34,3,4,34,18,8,0
752,46,No,Travel_Rarely,277,Human Resources,14,3,Life Sciences,1,1,Female,97,2,4,Human Resources,1,Divorced,4598,26026,2,Y,No,24,3,3,80,1,36,2,4,35,2,8,16
753,46,No,Travel_Rarely,121,Research & Development,6,1,Medical,1,2,Female,48,1,3,Manager,2,Married,4851,2142,3,Y,No,23,3,1,80,0,10,0,4,2,2,12,7
754,43,No,Non-Travel,286,Research & Development,4,3,Life Sciences,1,4,Male,32,1,4,Manufacturing Director,1,Divorced,4653,26767,2,Y,No,24,3,4,80,1,37,3,1,29,7,14,1
755,52,No,Travel_Rarely,205,Research & Development,1,5,Human Resources,1,3,Male,61,4,1,Research Scientist,4,Single,3702,25785,3,Y,No,18,3,1,80,0,34,2,4,21,9,2,17
756,34,Yes,Travel_Frequently,1463,Human Resources,1,1,Marketing,1,2,Female,60,3,4,Manager,3,Married,19795,3076,7,Y,No,16,3,3,80,2,21,4,2,21,16,8,12
757,27,No,Travel_Rarely,1206,Research & Development,3,5,Medical,1,2,Male,95,4,5,Research Director,2,Married,19048,2130,2,Y,No,25,3,1,80,2,3,4,3,3,3,2,15
758,38,No,Travel_Rarely,807,Research & Development,15,1,Life Sciences,1,3,Male,50,1,5,Manufacturing Director,2,Single,12756,20170,5,Y,No,12,3,4,80,0,14,5,4,8,8,5,10
759,19,Yes,Travel_Frequently,975,Research & Development,14,1,Life Sciences,1,1,Male,61,2,4,Healthcare Representative,1,Single,2047,3064,1,Y,No,22,4,2,80,1,18,1,4,18,12,13,2
760,26,No,Travel_Frequently,561,Research & Development,27,3,Marketing,1,4,Male,69,2,2,Research Scientist,1,Married,13272,15822,3,Y,No,24,3,4,80,0,34,0,4,1,1,2,10
761,41,No,Travel_Frequently,272,Sales,16,4,Human Resources,1,2,Male,70,1,2,Sales Executive,2,Married,17124,23988,2,Y,Yes,17,3,1,80,3,31,6,3,31,6,13,12
762,43,No,Travel_Frequently,1379,Research & Development,10,4,Technical Degree,1,1,Male,37,2,3,Manufacturing Director,4,Single,3518,3290,6,Y,No,25,3,3,80,3,17,2,4,9,4,4,4
763,35,No,Travel_Rarely,279,Sales,11,4,Marketing,1,3,Male,75,3,5,Sales Representative,4,Single,11076,2657,6,Y,No,21,3,3,80,0,13,6,4,13,9,3,3
764,30,No,Travel_Frequently,580,Human Resources,10,2,Marketing,1,3,Male,38,3,5,Manager,2,Married,18415,19685,0,Y,Yes,17,3,1,80,2,34,6,4,34,17,3,3
765,23,Yes,Travel_Rarely,344,Sales,23,4,Life Sciences,1,3,Female,30,2,4,Sales Executive,3,Single,7433,5386,8,Y,No,17,3,1,80,1,19,1,1,10,10,1,6
766,46,Yes,Travel_Rarely,531,Sales,10,4,Life Sciences,1,2,Male,93,1,5,Manager,1,Married,2630,23466,8,Y,No,17,3,1,80,3,39,1,1,35,18,11,1
767,24,No,Travel_Rarely,523,Human Resources,15,3,Medical,1,3,Male,45,1,4,Manager,3,Single,16300,20382,8,Y,No,21,4,4,80,0,40,3,3,37,9,4,14
768,32,No,Non-Travel,1064,Human Resources,27,2,Medical,1,2,Female,62,4,4,Human Resources,4,Single,4475,19640,3,Y,No,18,3,2,80,0,29,3,1,29,3,13,17
769,29,No,Travel_Rarely,132,Sales,6,3,Other,1,3,Male,47,2,4,Sales Executive,3,Single,18999,7411,1,Y,No,17,3,4,80,3,18,4,3,18,17,11,14
770,60,No,Travel_Rarely,1285,Research & Development,28,3,Other,1,2,Male,71,1,1,Research Director,3,Married,15508,11865,2,Y,No,17,3,4,80,0,30,1,1,30,0,6,11
771,51,Yes,Travel_Frequently,1132,Sales,3,2,Life Sciences,1,1,Female,43,4,5,Manager,1,Single,7951,2600,5,Y,No,24,3,2,80,0,18,2,2,16,5,2,12
772,41,No,Travel_Frequently,578,Research & Development,10,5,Life Sciences,1,1,Male,71,1,1,Manufacturing Director,2,Married,14256,18434,6,Y,No,15,3,2,80,3,35,4,2,35,12,13,3
773,33,No,Travel_Frequently,303,Research & Development,5,2,Human Resources,1,3,Female,94,1,3,Research Director,2,Married,4651,10600,2,Y,No,17,4,1,80,3,35,1,1,35,10,7,12
774,36,Yes,Travel_Rarely,1006,Sales,4,1,Technical Degree,1,2,Male,94,4,1,Sales Executive,4,Married,10190,14685,4,Y,No,23,3,2,80,3,23,5,4,18,13,1,6
775,38,Yes,Travel_Frequently,1132,Sales,28,3,Other,1,4,Male,79,1,2,Sales Representative,2,Divorced,1531,7754,5,Y,No,15,3,4,80,3,33,1,4,19,7,14,5
776,20,No,Non-Travel,525,Human Resources,5,4,Life Sciences,1,2,Female,56,4,4,Manager,2,Married,9223,24757,2,Y,No,16,3,2,80,3,28,5,1,28,13,15,1
777,19,Yes,Travel_Frequently,583,Research & Development,9,1,Marketing,1,1,Male,90,2,5,Manufacturing Director,2,Married,13899,26414,1,Y,Yes,25,3,4,80,3,33,2,2,16,16,0,10
778,59,No,Travel_Frequently,427,Sales,14,1,Human Resources,1,1,Male,97,3,2,Manager,4,Single,2902,17719,3,Y,No,24,3,2,80,3,28,5,4,20,13,6,5
779,29,No,Non-Travel,1105,Sales,14,5,Life Sciences,1,4,Male,84,2,1,Manager,1,Married,4393,7258,9,Y,No,25,3,1,80,2,30,2,1,11,4,12,17
780,41,No,Travel_Rarely,162,Sales,29,2,Other,1,4,Male,42,3,2,Sales Executive,1,Divorced,19968,15119,4,Y,No,18,3,1,80,3,27,4,2,11,3,0,2
781,19,No,Travel_Rarely,698,Research & Development,19,2,Medical,1,2,Female,88,2,3,Research Director,4,Married,7366,14438,9,Y,No,14,4,4,80,1,25,4,1,13,2,8,14
782,53,No,Travel_Rarely,422,Research & Development,29,3,Human Resources,1,3,Male,58,2,2,Laboratory Technician,1,Married,19451,25055,2,Y,No,23,3,1,80,1,14,4,4,0,0,3,12
783,59,No,Travel_Frequently,911,Sales,21,3,Medical,1,4,Male,100,3,3,Sales Representative,1,Single,15074,21365,7,Y,No,15,3,3,80,0,36,3,2,3,3,0,16
784,37,No,Non-Travel,313,Human Resources,19,2,Human Resources,1,1,Male,53,1,3,Manager,4,Married,12916,9899,9,Y,Yes,11,3,1,80,1,31,1,1,0,0,5,11
785,31,No,Non-Travel,780,Sales,12,1,Life Sciences,1,2,Female,66,3,1,Sales Executive,3,Single,9026,15359,9,Y,Yes,19,3,3,80,1,11,4,1,11,0,6,7
786,36,Yes,Non-Travel,1204,Sales,21,2,Life Sciences,1,2,Female,64,1,2,Sales Executive,2,Divorced,14992,3979,7,Y,No,23,3,4,80,2,15,6,1,15,12,4,1
787,33,No,Travel_Rarely,236,Sales,1,4,Medical,1,3,Male,56,4,3,Sales Executive,4,Divorced,3474,5298,9,Y,No,13,3,4,80,0,31,5,4,31,12,7,3
788,32,No,Non-Travel,918,Research & Development,9,4,Life Sciences,1,2,Male,84,1,4,Manager,4,Single,9989,2960,0,Y,Yes,20,3,3,80,2,27,6,3,25,4,4,8
789,28,Yes,Travel_Rarely,387,Sales,4,5,Other,1,1,Female,60,1,5,Sales Executive,3,Married,8554,17990,9,Y,Yes,18,3,3,80,3,22,4,3,6,2,4,11
790,26,No,Non-Travel,1207,Human Resources,26,1,Human Resources,1,2,Male,68,4,4,Manager,2,Single,18875,16230,7,Y,No,21,3,2,80,1,32,1,3,9,2,5,17
791,24,No,Non-Travel,785,Research & Development,21,5,Marketing,1,2,Male,71,4,4,Manager,4,Single,12159,15349,2,Y,No,11,3,3,80,3,22,3,3,22,1,4,5
792,31,Yes,Travel_Frequently,119,Research & Development,25,1,Human Resources,1,2,Female,81,2,3,Manager,4,Married,3635,7733,8,Y,No,17,3,3,80,1,40,5,2,40,10,0,2
793,33,No,Non-Travel,957,Sales,13,2,Other,1,4,Male,47,4,4,Sales Executive,2,Single,19677,10688,5,Y,No,24,3,3,80,3,18,1,1,17,2,5,2
794,59,Yes,Travel_Rarely,1205,Research & Development,20,2,Medical,1,2,Female,89,1,1,Manager,1,Divorced,3462,9374,6,Y,No,24,3,1,80,3,14,0,1,2,0,4,14
795,20,Yes,Travel_Frequently,367,Research & Development,13,3,Medical,1,3,Male,31,3,2,Manufacturing Director,1,Married,14123,7778,3,Y,No,15,3,4,80,3,20,5,4,20,12,4,7
796,31,No,Travel_Frequently,383,Human Resources,7,1,Technical Degree,1,3,Female,66,1,2,Human Resources,3,Married,1416,7948,7,Y,No,18,3,4,80,2,12,3,3,12,12,13,1
797,31,No,Travel_Frequently,306,Research & Development,17,5,Technical Degree,1,1,Male,93,2,2,Manufacturing Director,3,Married,2483,24944,2,Y,No,11,4,3,80,1,16,3,4,16,9,9,8
798,49,No,Travel_Frequently,1274,Research & Development,9,4,Human Resources,1,1,Male,75,3,5,Research Scientist,4,Married,12325,26517,3,Y,No,17,4,2,80,3,17,4,3,10,7,1,8
799,29,Yes,Travel_Frequently,567,Human Resources,17,3,Other,1,3,Female,64,2,1,Manager,1,Married,9732,25887,4,Y,No,14,3,1,80,0,27,4,1,12,12,7,15
800,34,No,Non-Travel,638,Human Resources,9,2,Technical Degree,1,1,Female,78,1,5,Human Resources,4,Married,17023,23453,5,Y,No,25,3,4,80,3,27,1,1,27,1,12,7
801,22,Yes,Travel_Frequently,443,Research & Development,19,1,Life Sciences,1,3,Female,35,4,5,Healthcare Representative,3,Married,18030,2763,4,Y,No,14,3,4,80,0,23,2,1,23,9,1,7
802,46,No,Travel_Frequently,1465,Human Resources,7,1,Technical Degree,1,4,Male,100,2,2,Human Resources,2,Divorced,17694,8103,6,Y,Yes,17,4,4,80,2,37,6,2,17,13,2,0
803,50,No,Non-Travel,951,Human Resources,7,3,Other,1,2,Female,81,1,3,Manager,3,Divorced,8153,12666,0,Y,No,24,3,3,80,1,32,1,1,32,13,3,14
804,59,No,Travel_Rarely,227,Sales,25,1,Technical Degree,1,2,Male,90,2,5,Sales Representative,4,Divorced,18869,7904,8,Y,Yes,24,3,2,80,3,35,0,4,35,13,4,13
805,31,No,Travel_Frequently,453,Human Resources,13,5,Marketing,1,2,Male,56,2,1,Manager,1,Divorced,16001,9873,5,Y,No,15,3,1,80,0,14,2,4,14,14,11,13
806,42,Yes,Non-Travel,1188,Research & Development,6,3,Medical,1,3,Male,36,2,1,Research Scientist,4,Married,12149,25840,8,Y,Yes,12,3,1,80,3,38,5,2,38,5,12,8
807,25,Yes,Non-Travel,1449,Human Resources,5,5,Life Sciences,1,3,Male,55,4,1,Human Resources,1,Single,2706,17690,0,Y,No,25,3,2,80,3,37,5,4,21,16,9,1
808,31,No,Non-Travel,441,Research & Development,20,4,Human Resources,1,2,Female,68,3,1,Research Scientist,1,Divorced,18684,2724,7,Y,No,13,3,3,80,1,40,5,1,1,1,14,8
809,44,No,Travel_Frequently,373,Sales,1,5,Life Sciences,1,2,Male,60,1,4,Sales Executive,4,Single,4689,22921,2,Y,Yes,25,3,3,80,2,34,2,1,34,0,6,10
810,58,Yes,Non-Travel,706,Human Resources,26,2,Marketing,1,2,Female,57,4,5,Manager,4,Single,18111,21281,1,Y,Yes,25,3,2,80,3,21,2,1,11,8,7,0
811,35,No,Travel_Rarely,703,Sales,8,4,Marketing,1,2,Female,35,3,3,Manager,2,Single,2935,24979,6,Y,No,15,3,1,80,3,36,6,4,36,14,11,8
812,33,No,Travel_Frequently,1122,Human Resources,8,5,Marketing,1,3,Female,82,2,2,Human Resources,2,Single,18926,9657,6,Y,No,11,3,4,80,3,32,2,1,25,8,2,4
813,37,No,Travel_Rarely,441,Research & Development,14,5,Human Resources,1,2,Male,79,4,4,Healthcare Representative,1,Single,5429,16961,9,Y,Yes,20,3,2,80,2,36,3,3,36,15,4,17
814,38,No,Travel_Frequently,127,Sales,10,1,Medical,1,3,Male,36,3,5,Sales Executive,4,Single,19227,5228,5,Y,No,14,3,2,80,0,35,1,4,35,15,4,12
815,18,No,Non-Travel,239,Sales,26,3,Other,1,2,Male,66,1,2,Sales Executive,4,Married,2636,5967,0,Y,Yes,14,3,4,80,2,19,1,4,4,4,15,4
816,57,No,Non-Travel,379,Sales,10,1,Marketing,1,2,Male,96,2,2,Manager,3,Married,13583,9700,0,Y,No,20,4,4,80,3,34,4,2,34,13,3,8
817,26,Yes,Non-Travel,848,Human Resources,8,1,Technical Degree,1,4,Female,42,4,5,Manager,4,Married,13133,17832,2,Y,No,23,3,3,80,0,36,2,2,36,17,7,9
818,25,No,Travel_Frequently,300,Research & Development,1,1,Technical Degree,1,4,Female,55,2,1,Manager,2,Married,3386,13550,0,Y,No,14,3,2,80,0,14,1,4,10,10,10,2
819,51,Yes,Travel_Frequently,737,Human Resources,9,4,Marketing,1,1,Female,93,4,1,Human Resources,1,Married,16069,26663,8,Y,No,17,4,2,80,2,30,0,2,30,6,0,15
820,22,Yes,Non-Travel,442,Research & Development,28,5,Human Resources,1,3,Male,64,3,4,Manager,3,Single,2126,10475,0,Y,No,20,3,3,80,0,38,2,1,38,2,11,17
821,24,No,Travel_Frequently,198,Human Resources,21,4,Technical Degree,1,1,Male,66,1,5,Human Resources,4,Single,9897,2506,4,Y,Yes,16,4,1,80,2,20,0,3,20,14,7,17
822,23,No,Travel_Rarely,590,Sales,17,3,Human Resources,1,4,Female,32,4,5,Sales Executive,4,Divorced,13546,2501,2,Y,No,17,3,3,80,0,34,3,2,34,0,9,13
823,31,No,Travel_Frequently,716,Human Resources,9,1,Human Resources,1,1,Female,92,1,5,Human Resources,2,Divorced,5339,21922,8,Y,No,18,4,1,80,1,26,0,1,15,10,3,2
824,32,No,Travel_Frequently,1235,Human Resources,11,5,Life Sciences,1,3,Male,81,2,2,Manager,4,Divorced,5768,6003,1,Y,Yes,20,3,1,80,2,12,3,4,5,2,5,4
825,32,No,Travel_Frequently,218,Sales,28,5,Other,1,2,Male,40,4,1,Sales Representative,4,Married,16608,14886,1,Y,No,24,3,3,80,1,38,4,3,38,15,8,13
826,44,No,Travel_Rarely,384,Research & Development,24,4,Life Sciences,1,3,Male,46,3,4,Research Director,3,Divorced,9141,16787,0,Y,No,14,4,4,80,0,11,2,4,8,8,1,12
827,43,No,Non-Travel,281,Sales,21,4,Marketing,1,1,Male,31,2,5,Sales Executive,3,Single,1283,21504,1,Y,Yes,13,3,2,80,0,27,1,1,25,7,11,4
828,34,No,Travel_Rarely,1278,Sales,21,2,Technical Degree,1,1,Male,98,4,1,Manager,3,Single,16084,17280,5,Y,No,25,3,4,80,2,21,5,4,21,5,10,8
829,55,No,Travel_Rarely,356,Research & Development,18,1,Other,1,1,Female,74,3,5,Manufacturing Director,3,Single,10375,11380,4,Y,No,23,3,4,80,1,20,6,3,8,1,5,11
830,49,No,Travel_Frequently,312,Sales,26,4,Medical,1,3,Female,33,4,1,Sales Executive,4,Married,11327,16803,2,Y,Yes,23,3,4,80,0,39,1,4,39,15,6,11
831,50,Yes,Non-Travel,1402,Sales,3,4,Technical Degree,1,1,Female,84,1,3,Sales Representative,2,Divorced,13279,16513,9,Y,Yes,11,3,2,80,2,23,2,1,23,0,2,6
832,38,No,Travel_Frequently,539,Sales,4,3,Other,1,4,Male,70,4,1,Manager,1,Divorced,9703,26189,1,Y,No,23,3,4,80,3,36,5,4,19,14,9,12
833,45,No,Travel_Frequently,642,Human Resources,21,5,Technical Degree,1,4,Male,77,4,1,Human Resources,2,Single,19153,10052,7,Y,No,24,3,1,80,2,21,1,2,21,12,0,3
834,28,No,Non-Travel,1338,Human Resources,23,4,Medical,1,2,Male,81,3,3,Human Resources,2,Single,17028,8190,8,Y,Yes,25,3,2,80,1,27,6,2,1,1,12,14
835,55,No,Travel_Rarely,1197,Research & Development,28,3,Other,1,2,Male,47,2,2,Healthcare Representative,4,Single,15403,20943,1,Y,No,15,3,1,80,0,11,3,2,11,8,6,7
836,35,No,Non-Travel,120,Sales,26,4,Marketing,1,3,Male,72,3,3,Manager,4,Single,10738,14840,0,Y,No,25,4,3,80,3,18,4,1,18,4,2,6
837,25,Yes,Travel_Frequently,1382,Human Resources,24,2,Medical,1,4,Female,89,4,2,Human Resources,2,Single,10326,4565,6,Y,No,25,3,1,80,3,25,3,2,1,0,9,15
838,18,Yes,Travel_Frequently,449,Sales,20,5,Marketing,1,2,Female,40,1,4,Sales Representative,2,Divorced,2724,11842,0,Y,No,13,4,3,80,0,23,5,4,13,13,13,15
839,28,No,Travel_Rarely,130,Research & Development,27,1,Medical,1,4,Male,95,3,4,Healthcare Representative,3,Married,5521,15582,1,Y,No,15,3,3,80,2,27,4,1,27,14,15,6
840,31,No,Non-Travel,977,Sales,2,5,Other,1,3,Female,31,3,5,Manager,3,Divorced,19828,23781,3,Y,Yes,13,3,4,80,2,37,1,1,37,18,4,4
841,55,No,Non-Travel,1435,Human Resources,3,1,Marketing,1,3,Female,59,3,1,Human Resources,1,Single,5293,25025,1,Y,No,13,3,4,80,1,16,1,2,16,12,6,16
842,49,No,Non-Travel,1108,Human Resources,3,5,Human Resources,1,2,Male,56,4,5,Manager,3,Divorced,6304,19986,7,Y,No,11,3,3,80,0,40,3,4,19,5,1,12
843,30,No,Non-Travel,657,Human Resources,13,1,Other,1,3,Female,86,3,5,Human Resources,3,Married,14142,8411,8,Y,No,14,4,4,80,1,23,1,4,16,16,12,3
844,21,Yes,Travel_Frequently,831,Sales,29,3,Other,1,4,Female,65,3,4,Manager,4,Divorced,3750,19223,6,Y,Yes,16,3,3,80,3,36,2,4,36,4,3,5
845,45,No,Travel_Frequently,1189,Research & Development,28,2,Marketing,1,1,Female,39,4,4,Research Director,4,Married,2722,10461,5,Y,No,12,3,3,80,2,17,2,4,17,0,2,16
846,36,No,Travel_Frequently,1064,Human Resources,28,1,Other,1,1,Female,32,2,4,Manager,4,Single,7614,3587,9,Y,Yes,15,3,3,80,1,12,1,4,0,0,13,1
847,39,No,Travel_Frequently,243,Sales,7,3,Other,1,1,Female,38,4,5,Sales Executive,2,Married,18529,20963,7,Y,No,13,4,3,80,1,39,4,1,3,3,8,3
848,42,No,Travel_Frequently,875,Sales,25,4,Marketing,1,1,Female,93,2,5,Sales Representative,3,Married,1440,24272,0,Y,No,25,3,1,80,1,39,5,3,39,8,13,0
849,57,No,Travel_Rarely,782,Sales,17,3,Human Resources,1,1,Female,54,3,2,Manager,2,Single,2460,9544,1,Y,No,20,3,4,80,3,16,2,1,16,8,13,14
850,41,No,Non-Travel,427,Research & Development,7,1,Human Resources,1,2,Female,96,4,5,Healthcare Representative,4,Married,17834,5568,9,Y,No,17,3,2,80,1,7,3,3,7,7,0,11
851,57,No,Travel_Frequently,496,Human Resources,23,1,Technical Degree,1,4,Male,57,1,3,Manager,4,Single,14771,19448,1,Y,No,18,3,2,80,2,29,6,3,17,5,4,12
852,54,No,Travel_Frequently,397,Research & Development,8,4,Life Sciences,1,4,Male,49,2,2,Manager,1,Married,18990,24353,9,Y,No,11,3,4,80,2,39,6,4,19,13,8,17
853,21,No,Travel_Frequently,1118,Human Resources,11,3,Medical,1,1,Male,87,2,4,Manager,3,Divorced,15644,4266,5,Y,Yes,20,3,4,80,0,35,4,3,35,8,9,11
854,28,No,Travel_Rarely,136,Human Resources,22,4,Technical Degree,1,1,Male,60,4,1,Manager,3,Single,17574,5846,9,Y,No,11,3,3,80,0,25,4,4,25,17,3,4
855,59,No,Non-Travel,177,Human Resources,28,1,Life Sciences,1,4,Male,58,4,2,Manager,4,Divorced,1879,20274,2,Y,No,17,3,2,80,1,8,2,1,6,6,13,9
856,20,No,Non-Travel,563,Human Resources,7,3,Marketing,1,4,Male,92,4,2,Manager,4,Divorced,14795,5421,2,Y,No,24,3,2,80,0,15,2,3,15,10,10,10
857,38,No,Non-Travel,557,Human Resources,17,3,Other,1,3,Female,35,3,3,Human Resources,1,Divorced,5169,19703,3,Y,No,12,4,3,80,0,28,2,4,28,1,15,1
858,27,No,Travel_Frequently,1195,Human Resources,20,1,Other,1,1,Female,87,4,5,Human Resources,4,Single,7511,6751,3,Y,Yes,21,4,3,80,2,14,3,4,14,10,9,8
859,54,Yes,Travel_Rarely,377,Research & Development,20,3,Technical Degree,1,2,Female,94,2,1,Research Director,4,Married,14878,21174,7,Y,No,16,3,2,80,1,18,5,3,18,0,14,7
860,43,No,Non-Travel,725,Sales,21,2,Medical,1,2,Male,68,1,4,Manager,1,Divorced,5488,14311,1,Y,No,19,3,3,80,1,35,4,3,35,6,13,12
861,31,Yes,Non-Travel,1396,Sales,19,3,Human Resources,1,3,Male,92,3,5,Sales Representative,3,Single,16440,16010,1,Y,Yes,18,3,1,80,1,24,1,4,19,9,2,16
862,43,Yes,Travel_Frequently,1469,Human Resources,16,4,Other,1,1,Female,56,4,4,Human Resources,1,Married,10402,2940,2,Y,No,20,3,2,80,3,36,2,2,36,17,7,6
863,45,No,Travel_Frequently,874,Sales,15,4,Life Sciences,1,4,Female,82,4,1,Sales Executive,4,Single,19855,6666,5,Y,Yes,22,3,2,80,2,40,1,2,40,11,1,4
864,32,No,Non-Travel,554,Sales,29,4,Technical Degree,1,3,Male,42,4,4,Sales Executive,1,Divorced,2307,4458,5,Y,No,13,3,3,80,3,34,0,2,17,17,8,9
865,28,No,Travel_Frequently,731,Sales,5,4,Life Sciences,1,1,Female,61,4,2,Manager,4,Married,3062,9243,1,Y,No,20,3,3,80,3,22,4,3,13,7,10,11
866,58,Yes,Travel_Rarely,1223,Human Resources,11,1,Medical,1,3,Female,38,2,3,Human Resources,3,Married,13317,24485,4,Y,No,25,3,4,80,1,28,1,1,11,11,7,0
867,33,No,Travel_Frequently,1089,Research & Development,10,5,Medical,1,2,Female,41,1,3,Research Director,3,Divorced,12844,21373,7,Y,No,19,3,3,80,1,16,0,4,14,2,4,0
868,55,No,Travel_Rarely,1184,Research & Development,26,3,Human Resources,1,1,Male,42,4,2,Research Scientist,4,Single,15453,12318,3,Y,No,20,3,1,80,0,20,2,4,20,9,7,13
869,44,No,Travel_Frequently,1394,Research & Development,17,3,Technical Degree,1,3,Male,72,4,1,Healthcare Representative,1,Married,16930,23141,8,Y,Yes,21,3,2,80,3,10,6,4,10,3,6,7
870,41,Yes,Travel_Rarely,1130,Human Resources,14,3,Other,1,3,Male,71,2,2,Human Resources,4,Married,1409,26371,1,Y,Yes,12,3,2,80,0,16,3,1,16,5,13,15
871,38,No,Travel_Frequently,613,Sales,7,5,Medical,1,2,Male,47,3,1,Sales Executive,2,Single,19568,12563,3,Y,Yes,24,4,2,80,1,20,5,1,4,4,5,1
872,26,Yes,Travel_Frequently,530,Research & Development,8,5,Life Sciences,1,2,Male,52,3,2,Research Director,1,Divorced,2528,14507,1,Y,No,23,3,2,80,2,39,2,1,1,1,13,9
873,31,No,Travel_Rarely,456,Research & Development,9,5,Human Resources,1,4,Female,54,3,2,Laboratory Technician,3,Divorced,14107,3880,9,Y,No,16,3,4,80,3,32,5,3,19,5,7,8
874,29,Yes,Travel_Frequently,929,Human Resources,12,3,Human Resources,1,1,Female,92,4,2,Manager,4,Married,12681,10164,8,Y,No,11,3,4,80,3,39,2,1,39,15,3,8
875,32,No,Travel_Frequently,908,Research & Development,14,3,Other,1,2,Female,56,4,2,Manager,2,Divorced,13161,20987,8,Y,No,25,3,2,80,1,37,2,3,15,12,6,12
876,27,No,Non-Travel,958,Research & Development,7,5,Medical,1,3,Female,57,3,4,Healthcare Representative,1,Divorced,16567,12859,8,Y,No,22,3,1,80,3,21,6,2,19,3,3,12
877,36,No,Non-Travel,1126,Human Resources,3,1,Technical Degree,1,2,Female,41,1,2,Human Resources,1,Single,8754,18383,3,Y,Yes,18,3,1,80,3,37,5,4,36,15,5,0
878,52,Yes,Travel_Rarely,343,Sales,5,1,Marketing,1,4,Male,68,4,4,Sales Representative,1,Single,19158,12688,4,Y,No,24,3,2,80,3,39,6,2,39,13,9,11
